          Graph File     Compromise Time            Hop Time         Start Point     Num Compromised             % Alive
   Graphs/graph0.txt            3.000000            1.000000                  45                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  45                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  46                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  46                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  47                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  47                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  48                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  48                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  49                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  49                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  50                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  50                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  51                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  51                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   0                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   0                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   1                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   1                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   2                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   2                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   3                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   3                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   4                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   4                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   5                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   5                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   6                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   6                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   7                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   7                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   8                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   8                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   9                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                   9                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  10                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  10                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  11                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  11                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  12                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  12                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  13                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  13                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  14                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  14                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  15                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  15                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  16                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  16                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  17                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  17                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  18                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  18                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  19                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  19                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  20                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  20                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  21                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  21                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  22                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  22                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  23                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  23                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  24                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  24                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  25                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  25                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  26                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  26                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  27                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  27                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  28                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  28                   1           99.000000
   Graphs/graph0.txt            4.000000            1.000000                  29                   1           99.000000
